id,from,type,text,date,year,month,day,hour,message_length,count_emoji,emoji
715,ОТЦЫ РЯДОМ online,message,"🇷🇺 Мы - Межрегиональная общественная организация «Отцы рядом» - стремимся к сохранению духовного, культурного и исторического наследия нашей страны. Мы верим, что знание и уважение к своей истории помогают нам понять свое место в мире и сохранить традиции для будущих поколений.

🤼‍♂️ Мы также активно популяризируем спорт в нашем обществе, поскольку верим в его огромное значение для физического и психического здоровья людей. Мы организуем спортивные мероприятия и мастер-классы для всех желающих, чтобы помочь им раскрыть свой потенциал и достичь новых вершин.

🏵️ Наша цель - формировать и развивать личность и общество, помогая людям стать самостоятельными и ответственными гражданами. Мы оказываем поддержку и помощь тем, кто в ней нуждается, и стремимся создать благоприятные условия для всех членов общества.

🥁 Патриотическое воспитание играет особую роль в нашей деятельности. Мы учим людей уважать и любить свою страну, ее историю и культуру, и стремиться к ее процветанию. Мы верим, что только любовь к родной земле может объединить нас и помочь преодолеть любые трудности.

☑️ Присоединяйтесь к нам и помогайте нам делать мир лучше и красивее вместе! «Отцы рядом» - это не просто организация, это целое сообщество единомышленников, готовых сделать больше для своей страны и для друг друга. Мы все разные, мы разных национальностей, разных профессий и разных культур. Нас объединяет наше разнообразие и наша вера в будущее нашего великого Отечества - Российской Федерации, а также наших братских стран. Давайте вместе строить светлое и благополучное будущее! 💪🇷🇺

      ",2024-07-06 19:01:26,2024,7,Saturday,19,1582,7,"['🇷🇺', '🤼\u200d♂️', '🏵️', '🥁', '☑️', '💪', '🇷🇺']"
716,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:35:20,2024,7,Sunday,13,0,0,[]
717,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:43:22,2024,7,Sunday,13,0,0,[]
718,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:45:28,2024,7,Sunday,13,0,0,[]
719,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:46:29,2024,7,Sunday,13,0,0,[]
720,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:51:04,2024,7,Sunday,13,0,0,[]
721,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:53:56,2024,7,Sunday,13,0,0,[]
722,ОТЦЫ РЯДОМ online,message,,2024-07-07 13:58:25,2024,7,Sunday,13,0,0,[]
723,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:08:55,2024,7,Sunday,14,0,0,[]
724,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:10:02,2024,7,Sunday,14,0,0,[]
725,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:10:59,2024,7,Sunday,14,0,0,[]
726,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:29:07,2024,7,Sunday,14,0,0,[]
727,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:31:58,2024,7,Sunday,14,0,0,[]
728,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:34:35,2024,7,Sunday,14,0,0,[]
729,ОТЦЫ РЯДОМ online,message,,2024-07-07 14:41:21,2024,7,Sunday,14,0,0,[]
731,Светлана,message,,2024-07-07 14:44:47,2024,7,Sunday,14,0,0,[]
732,ОТЦЫ РЯДОМ online,message,,2024-07-07 15:01:28,2024,7,Sunday,15,0,0,[]
733,ОТЦЫ РЯДОМ online,message,,2024-07-07 15:36:25,2024,7,Sunday,15,0,0,[]
734,ОТЦЫ РЯДОМ online,message,,2024-07-07 15:36:38,2024,7,Sunday,15,0,0,[]
735,ОТЦЫ РЯДОМ online,message,,2024-07-07 15:45:45,2024,7,Sunday,15,0,0,[]
736,:ⒸÖндрей Вольнов,message,Молодец Дядька!,2024-07-07 16:04:12,2024,7,Sunday,16,15,0,[]
737,Илья Черекаев,message,"Непойму на заднем плане, флаг укров🙄, при включении видео становится русским 🧐",2024-07-07 16:18:49,2024,7,Sunday,16,78,2,"['🙄', '🧐']"
739,ОТЦЫ РЯДОМ online Chat,message,"Эти ребята из Федерации инвалидов, оба молодцы!",2024-07-07 18:50:46,2024,7,Sunday,18,47,0,[]
740,ОТЦЫ РЯДОМ online,message,,2024-07-07 19:01:58,2024,7,Sunday,19,0,0,[]
741,ОТЦЫ РЯДОМ online,message,,2024-07-07 19:03:32,2024,7,Sunday,19,0,0,[]
742,ОТЦЫ РЯДОМ online,message,,2024-07-07 19:17:41,2024,7,Sunday,19,0,0,[]
743,ОТЦЫ РЯДОМ online,message,,2024-07-07 19:52:43,2024,7,Sunday,19,0,0,[]
744,ОТЦЫ РЯДОМ online,message,,2024-07-07 20:16:20,2024,7,Sunday,20,0,0,[]
745,ОТЦЫ РЯДОМ online Chat,message,А ещё Сыну Максиму нашего Председателя сегодня год!🤟🏽🤙🏼🤍,2024-07-07 20:18:56,2024,7,Sunday,20,56,3,"['🤟', '🤙', '🤍']"
746,ОТЦЫ РЯДОМ online,message,,2024-07-07 21:15:37,2024,7,Sunday,21,0,0,[]
747,ОТЦЫ РЯДОМ online,message,,2024-07-07 21:15:37,2024,7,Sunday,21,0,0,[]
748,ОТЦЫ РЯДОМ online,message,,2024-07-07 21:15:37,2024,7,Sunday,21,0,0,[]
749,ОТЦЫ РЯДОМ online,message,,2024-07-07 21:37:20,2024,7,Sunday,21,0,0,[]
750,ОТЦЫ РЯДОМ online,message,,2024-07-07 22:12:32,2024,7,Sunday,22,0,0,[]
751,Сашечка,message,Поздравляем!,2024-07-07 22:13:07,2024,7,Sunday,22,12,0,[]
752,Юлия Ёлкина,message,"Моя малышка! Спасибо за сегодняшний праздник! Дети в таком восторге остались! Спортивные соревнования,игры, медали, подарки, песни, фокусник, торт!!!",2024-07-07 22:48:09,2024,7,Sunday,22,149,0,[]
753,ОТЦЫ РЯДОМ online Chat,message,Передадим! Спасибо!🤝🏼🤟🏽🎖️🎉,2024-07-07 22:49:12,2024,7,Sunday,22,26,4,"['🤝', '🤟', '🎖️', '🎉']"
754,ОТЦЫ РЯДОМ online Chat,message,"Юлия, спасибо за Ваше активное участие в наших мероприятиях! Очень ценим и ждём на очередной движухе! Отцы рядом! 
🤍🖤🧡",2024-07-07 22:50:43,2024,7,Sunday,22,118,3,"['🤍', '🖤', '🧡']"
755,Илья Черекаев,message,Иван молодец 💪,2024-07-07 22:52:11,2024,7,Sunday,22,14,1,['💪']
756,ОТЦЫ РЯДОМ online Chat,message,"Иван передал, что молодцы все кто в команде!🫡 Илья, спасибо, что поддерживаете! Ценим, любим, помогаем!",2024-07-07 22:53:14,2024,7,Sunday,22,103,1,['🫡']
